UserId,fear,anger,sad,joy,surprise,disgust,trust,anticipation,positive,negative,#Emo_Categories,EmoVariance,gender
enchantcaptures,0,0.098540146,0.244525547,0.394160584,0.197080292,0,0.02919708,0.03649635,0.656934307,0.343065693,6,1.179795918,F
pooja3000rdj,0,0.222222222,0.098765432,0.481481481,0.049382716,0.012345679,0.049382716,0.086419753,0.666666667,0.333333333,7,2.663580247,F
wajiha_salman,0.032894737,0.348684211,0.118421053,0.151315789,0.006578947,0.032894737,0.131578947,0.177631579,0.470588235,0.529411765,8,5.458085612,F
Ninja_InPyjama,0,0.295918367,0.153061224,0.408163265,0.010204082,0.051020408,0.020408163,0.06122449,0.5,0.5,7,2.372873346,F
ananyapanday6,0,0.1875,0,0.4375,0.0625,0,0.125,0.1875,0.8125,0.1875,5,3.222222222,F
Mausam60204689,0.045454545,0.333333333,0.090909091,0.378787879,0,0.015151515,0.060606061,0.075757576,0.515151515,0.484848485,7,2.199183673,F
MissEffedUp,0,0.326923077,0.211538462,0.25,0.019230769,0.038461538,0.134615385,0.019230769,0.423076923,0.576923077,7,2.341820988,F
quiet_quist,0.012658228,0.126582278,0.253164557,0.392405063,0.025316456,0,0.037974684,0.151898734,0.625,0.375,7,3.5876,F
AaartiDawar,0.013157895,0.25,0.092105263,0.289473684,0.006578947,0,0.177631579,0.171052632,0.641025641,0.358974359,7,4.970578512,F
HashTagFirullah,0.008403361,0.142857143,0.117647059,0.504201681,0.016806723,0,0.050420168,0.159663866,0.737288136,0.262711864,7,3.18194707,F
saandhux,0.025641026,0.205128205,0.051282051,0.358974359,0,0.025641026,0.153846154,0.179487179,0.692307692,0.307692308,7,4.677640604,F
RJSadiaSattar_,0.010638298,0.308510638,0.191489362,0.287234043,0,0.053191489,0.063829787,0.085106383,0.436170213,0.563829787,7,4.175925926,F
lalit_kmishra,0.032258065,0.193548387,0.112903226,0.322580645,0.048387097,0,0.177419355,0.112903226,0.661290323,0.338709677,7,4.632956573,F
shiksanat,0,0.285714286,0.285714286,0.428571429,0,0,0,0,0.428571429,0.571428571,3,0.666666667,F
RJSadiaSattar_,0.010638298,0.308510638,0.191489362,0.287234043,0,0.053191489,0.063829787,0.085106383,0.436170213,0.563829787,7,4.175925926,F
_Sonali_J,0.047619048,0.238095238,0.19047619,0.333333333,0,0,0.142857143,0.047619048,0.523809524,0.476190476,6,2.025510204,F
RadhaMuniya,0,0.84375,0,0.125,0,0,0,0.03125,0.15625,0.84375,3,1.43359375,F
sakshijoshii,0,0.303921569,0.215686275,0.245098039,0.009803922,0.019607843,0.058823529,0.147058824,0.460784314,0.539215686,7,4.3396,F
Meenakshiankit,0,0.358490566,0.169811321,0.301886792,0.018867925,0.018867925,0.094339623,0.037735849,0.452830189,0.547169811,7,2.718192628,F
Priyaohpriya,0.016949153,0.254237288,0.220338983,0.372881356,0,0.016949153,0,0.118644068,0.491525424,0.508474576,6,3.390838786,F
Renata08058390,0,0.048780488,0.379790941,0.37630662,0,0.003484321,0.181184669,0.010452962,0.567944251,0.432055749,6,0.249966971,F
FicklePriya,0.025316456,0.17721519,0.139240506,0.430379747,0.025316456,0.012658228,0.075949367,0.113924051,0.64556962,0.35443038,8,2.972222222,F
NandiniiR,0,0.25,0.090909091,0.363636364,0,0.113636364,0.090909091,0.090909091,0.545454545,0.454545455,6,2.65234375,F
mehravarr,0.017241379,0.310344828,0.086206897,0.396551724,0.034482759,0.051724138,0.068965517,0.034482759,0.526315789,0.473684211,8,2.674740484,F
enchantcaptures,0,0.098901099,0.256410256,0.366300366,0.205128205,0.007326007,0.029304029,0.036630037,0.637362637,0.362637363,7,1.180718111,F
lorrytcb,0,0.333333333,0.2,0.3,0.033333333,0,0.033333333,0.1,0.466666667,0.533333333,6,4.059171598,F
enchantcaptures,0,0.098901099,0.256410256,0.366300366,0.205128205,0.007326007,0.029304029,0.036630037,0.637362637,0.362637363,7,1.180718111,F
i_am_karuna,0.036789298,0.321070234,0.130434783,0.200668896,0.013377926,0.036789298,0.127090301,0.133779264,0.471571906,0.528428094,8,4.78798127,F
GMAANI,0.014492754,0.362318841,0.086956522,0.304347826,0.086956522,0.057971014,0.057971014,0.028985507,0.47826087,0.52173913,8,2.718024691,F
sweets_desire,0.011904762,0.154761905,0.261904762,0.416666667,0.035714286,0.023809524,0.047619048,0.047619048,0.547619048,0.452380952,8,1.296917253,F
penaazlall,0.012658228,0.303797468,0.113924051,0.329113924,0.050632911,0.025316456,0.101265823,0.063291139,0.538461538,0.461538462,8,2.966047986,F
Peenaz_NN,0.024390244,0.341463415,0.243902439,0.317073171,0,0,0.024390244,0.048780488,0.390243902,0.609756098,6,2.1,F
quiet_quist,0.013157895,0.131578947,0.263157895,0.381578947,0.026315789,0,0.039473684,0.144736842,0.605263158,0.394736842,7,3.660141608,F
kaysekarar,0.012195122,0.207317073,0.170731707,0.475609756,0.012195122,0,0.06097561,0.06097561,0.609756098,0.390243902,7,2.694280079,F
AayatKh42331038,0,0.168831169,0.181818182,0.467532468,0.012987013,0.012987013,0.012987013,0.142857143,0.636363636,0.363636364,7,3.892258941,F
jalebibehen,0.012987013,0.38961039,0.207792208,0.311688312,0.012987013,0.012987013,0.012987013,0.038961039,0.376623377,0.623376623,8,1.7971933,F
jicwuu,0.022222222,0.266666667,0.211111111,0.233333333,0,0,0.066666667,0.2,0.5,0.5,6,6.055268595,F
rappxer,0,0.461538462,0.307692308,0.153846154,0,0.076923077,0,0,0.153846154,0.846153846,4,1.654320988,F
le_bigtimerush,0.034090909,0.215909091,0.215909091,0.363636364,0.022727273,0,0.045454545,0.102272727,0.534090909,0.465909091,7,4.00617284,F
Anjali_Keshri_,0.016528926,0.32231405,0.173553719,0.338842975,0.008264463,0.016528926,0.041322314,0.082644628,0.47107438,0.52892562,8,2.461652794,F
deepalikhadye,0.019607843,0.254901961,0.147058824,0.323529412,0.009803922,0.009803922,0.049019608,0.18627451,0.568627451,0.431372549,8,4.102308737,F
gulabiglares,0.026548673,0.14159292,0.194690265,0.451327434,0.07079646,0.008849558,0.026548673,0.079646018,0.628318584,0.371681416,8,2.910819375,F
SurochitaDutta,0,0.140350877,0.122807018,0.473684211,0.01754386,0,0.122807018,0.122807018,0.736842105,0.263157895,6,3.849525201,F
singhprerna,0,0.25,0.071428571,0.607142857,0,0,0.071428571,0,0.678571429,0.321428571,4,0.74,F
swati311841,0,0.285714286,0.142857143,0.357142857,0.035714286,0.035714286,0.071428571,0.071428571,0.535714286,0.464285714,7,3.316115702,F
minscosmos,0.064220183,0.165137615,0.165137615,0.23853211,0.009174312,0.027522936,0.146788991,0.183486239,0.577981651,0.422018349,8,5.352040816,F
yettoexplore,0,0.333333333,0.260416667,0.270833333,0.020833333,0,0.0625,0.052083333,0.40625,0.59375,6,2.081285444,F
Anji17_,0.008403361,0.176470588,0.109243697,0.487394958,0.025210084,0,0.075630252,0.117647059,0.705882353,0.294117647,7,2.361570248,F
firuzap,0,0.178571429,0.178571429,0.392857143,0,0.035714286,0.035714286,0.178571429,0.607142857,0.392857143,6,4.2268431,F
Potterhead_Aish,0,0.266666667,0.186666667,0.266666667,0.04,0.026666667,0.12,0.093333333,0.52,0.48,7,4.118480726,F
KomalVT,0.03,0.25,0.23,0.32,0.02,0.03,0.06,0.06,0.464646465,0.535353535,8,1.672098765,F
KiranHunjan_,0,0.325,0.025,0.425,0.025,0,0.05,0.15,0.65,0.35,6,3.871056241,F
mm_butt,0.009345794,0.336448598,0.112149533,0.38317757,0.009345794,0,0.056074766,0.093457944,0.542056075,0.457943925,7,1.81,F
AmbivertForever,0.043478261,0.260869565,0.260869565,0.391304348,0,0,0,0.043478261,0.434782609,0.565217391,5,2.01,F
khan_fareeha,0,0.285714286,0.214285714,0.285714286,0,0.017857143,0.071428571,0.125,0.482142857,0.517857143,6,4.076923077,F
RimuJha,0.009259259,0.083333333,0.074074074,0.712962963,0.027777778,0.018518519,0.027777778,0.046296296,0.814814815,0.185185185,8,0.7476,F
KashmiJyoti,0.016393443,0.262295082,0.114754098,0.459016393,0.016393443,0.016393443,0.032786885,0.081967213,0.590163934,0.409836066,8,2.807093426,F
404mav,0,0.183908046,0.103448276,0.471264368,0.022988506,0,0.08045977,0.137931034,0.709302326,0.290697674,6,3.442043896,F
F_khan16,0,0.19047619,0.222222222,0.301587302,0.015873016,0.079365079,0.079365079,0.111111111,0.507936508,0.492063492,7,4.471111111,F
ShaikhHaaniya,0.047619048,0.285714286,0.095238095,0.476190476,0.047619048,0,0,0.047619048,0.571428571,0.428571429,6,2.444444444,F
70mojo,0,0.111111111,0,0.555555556,0,0,0.166666667,0.166666667,0.888888889,0.111111111,4,0,F
missparanomasia,0,0.294117647,0.235294118,0.329411765,0.023529412,0.011764706,0.011764706,0.094117647,0.458823529,0.541176471,7,3.15926276,F
firuzap,0,0.228571429,0.142857143,0.371428571,0,0,0.085714286,0.171428571,0.628571429,0.371428571,5,4.6275,F
KapilianPooja,0.038461538,0.384615385,0.230769231,0.192307692,0.038461538,0.038461538,0.076923077,0,0.307692308,0.692307692,7,2.0861678,F
SyedaNaqviPK,0,0.604651163,0,0.139534884,0,0,0,0.255813953,0.395348837,0.604651163,3,7.384615385,F
neetuscooking,0.004761905,0.138095238,0.10952381,0.666666667,0.004761905,0,0.019047619,0.057142857,0.747619048,0.252380952,7,2.544671072,F
ena_logical,0.016666667,0.216666667,0.366666667,0.333333333,0,0.033333333,0.016666667,0.016666667,0.366666667,0.633333333,7,1.93441358,F
Zebaqureshisk,0.012820513,0.230769231,0.192307692,0.397435897,0.025641026,0,0.076923077,0.064102564,0.564102564,0.435897436,7,2.818115413,F
deerao,0.013157895,0.190789474,0.131578947,0.342105263,0.013157895,0.013157895,0.078947368,0.217105263,0.651315789,0.348684211,8,4.76303155,F
SudrishK,0,0.5,0,0,0,0,0.5,0,0.5,0.5,2,6.25,F
fizafatima08,0.2,0,0.2,0.4,0.2,0,0,0,0.6,0.4,4,1.84,F
IamSinghaniya,0,0.272727273,0.090909091,0.454545455,0,0.090909091,0,0.090909091,0.545454545,0.454545455,5,0.888888889,F
quiet_quist,0,0,0.2,0.6,0,0,0,0.2,0.8,0.2,3,3,F
MohtarmaG,0,0.416666667,0.25,0.166666667,0,0.083333333,0.083333333,0,0.25,0.75,5,0.555555556,F
Prernavgfan,0,0,0.272727273,0.454545455,0.090909091,0,0,0.181818182,0.727272727,0.272727273,4,0,F
tashuliaqat,0,0.5,0.5,0,0,0,0,0,0,1,2,0.25,F
SudrishK,0,0.5,0,0,0,0,0.5,0,0.5,0.5,2,6.25,F
Rs04878169,0.25,0.5,0.25,0,0,0,0,0,0,1,3,0.5,F
tea_naaa,0,0.166666667,0.5,0.166666667,0,0,0,0.166666667,0.333333333,0.666666667,4,6.25,F
FatimaB63471518,0,0,0,0.75,0,0,0,0.25,1,0,2,3,F
this_foodie,0.009615385,0.105769231,0.057692308,0.644230769,0,0.019230769,0.096153846,0.067307692,0.807692308,0.192307692,7,1.758034026,F
AlizaSukhera,0,0,0,0.5,0,0,0.166666667,0.333333333,1,0,3,3.472222222,F
RebecaM30503470,0.01369863,0.136986301,0.068493151,0.493150685,0.02739726,0.02739726,0.109589041,0.123287671,0.743243243,0.256756757,8,0.520710059,F
MaxCxbrera,0,0.571428571,0.142857143,0,0,0.285714286,0,0,0,1,3,2.4,F
softyjk,0,0.272727273,0.090909091,0.545454545,0,0,0.090909091,0,0.636363636,0.363636364,4,2.24691358,F
NoraBeeBee,0,0.083333333,0.039215686,0.818627451,0,0,0.049019608,0.009803922,0.87745098,0.12254902,5,0,F
CuteCrystaD,0,0.285714286,0.171428571,0.428571429,0.057142857,0,0,0.057142857,0.542857143,0.457142857,5,1.904320988,F
shayy_lc,0,0.490196078,0.137254902,0.215686275,0.019607843,0.098039216,0.019607843,0.019607843,0.274509804,0.725490196,7,3.156462585,F
nnrlynndlcrmn,0,0.166666667,0,0.833333333,0,0,0,0,0.833333333,0.166666667,2,0.75,F
craveable_lenci,0.033333333,0.3,0.233333333,0.333333333,0,0.033333333,0.033333333,0.033333333,0.4,0.6,7,2.698224852,F
LimbiaSonia,0.011363636,0.159090909,0.068181818,0.568181818,0.011363636,0,0.045454545,0.136363636,0.761363636,0.238636364,7,2.643598616,F
IrenesHomo,0,0.307692308,0,0.538461538,0,0.076923077,0,0.076923077,0.615384615,0.384615385,4,3.4375,F
LiseProenca,0.05,0.25,0.15,0.35,0,0,0.1,0.1,0.55,0.45,6,3.89,F
awynlalala,0,0,0,0,0,0,0,0,0,0,0,0,F
MonicaNashay,0,0.384615385,0.076923077,0.384615385,0,0,0,0.153846154,0.538461538,0.461538462,4,2.743055556,F
poornima77,0,0.366666667,0.066666667,0.266666667,0,0.1,0.166666667,0.033333333,0.466666667,0.533333333,6,4.181818182,F
BTSajumma2017,0,0.1,0,0.3,0.1,0.1,0.2,0.2,0.8,0.2,6,3.6875,F
blaqRaine,0,0.2,0.4,0.2,0,0,0,0.2,0.4,0.6,4,4.666666667,F
Dilly_Bub,0,0.375,0.25,0.3125,0,0,0.03125,0.03125,0.375,0.625,5,4.222222222,F
aalooinbiryani,0,0.666666667,0.166666667,0.166666667,0,0,0,0,0.166666667,0.833333333,3,0.6875,F
kat_thealien_,0,0.411764706,0.235294118,0.235294118,0,0,0,0.117647059,0.352941176,0.647058824,4,0.1875,F
abibamigboye,0,0.4,0.266666667,0.2,0,0,0.066666667,0.066666667,0.333333333,0.666666667,5,2.016528926,F
J0Y2theworld,0,0.285714286,0.142857143,0.285714286,0.142857143,0,0,0.142857143,0.571428571,0.428571429,5,3.714285714,F
Xewhat,0,0.368421053,0.105263158,0.421052632,0,0,0.052631579,0.052631579,0.526315789,0.473684211,5,0.888888889,F
MaryElizaParker,0,0.6,0.4,0,0,0,0,0,0,1,2,0.222222222,F
RissaMarieeeee,0.047619048,0.238095238,0.19047619,0.333333333,0,0,0.095238095,0.095238095,0.523809524,0.476190476,6,5.111111111,F
TJennings5607,0,0.1875,0.1875,0.4375,0.0625,0,0,0.125,0.625,0.375,5,0.6875,F
_DejaaPee,0,0.428571429,0.142857143,0.285714286,0,0,0,0.142857143,0.428571429,0.571428571,4,3.959183673,F
DrWild85,0,0,0.285714286,0.571428571,0,0,0.142857143,0,0.714285714,0.285714286,3,0.25,F
fcfortune,0,0.333333333,0.333333333,0.166666667,0.166666667,0,0,0,0.333333333,0.666666667,4,1.25,F
FranWongWrites,0.125,0.208333333,0.083333333,0.520833333,0,0,0.020833333,0.041666667,0.595744681,0.404255319,6,1.522491349,F
GillCoates5,0,0.178571429,0.142857143,0.5,0.017857143,0.035714286,0.089285714,0.035714286,0.625,0.375,7,2.446280992,F
jennahoskinsOF,0.3125,0.375,0.0625,0.0625,0,0.0625,0,0.125,0.1875,0.8125,6,3.943877551,F
Shajan_SMM,0,0.4,0.2,0,0,0,0,0.4,0.4,0.6,3,7.84,F
dreamonluly,0,0.277777778,0.055555556,0.5,0,0.055555556,0.055555556,0.055555556,0.611111111,0.388888889,6,4.8,F
mamabekind_lisa,0.029411765,0.117647059,0.294117647,0.382352941,0.029411765,0,0.029411765,0.117647059,0.558823529,0.441176471,7,2.807256236,F
RasnaSekhon,0.040540541,0.297297297,0.135135135,0.391891892,0.013513514,0.013513514,0.067567568,0.040540541,0.513513514,0.486486486,8,2.613636364,F
introvertmilky,0,0.125,0.3125,0.1875,0,0.0625,0.125,0.1875,0.5,0.5,6,5.50617284,F
mogomorton,0,0.25,0.125,0.375,0,0,0.25,0,0.625,0.375,4,2.25,F
Raceangel64,0.083333333,0.25,0.083333333,0.416666667,0.083333333,0,0.083333333,0,0.583333333,0.416666667,6,1.36,F
Amytjie2,0,0.130434783,0.260869565,0.369565217,0.043478261,0.02173913,0.043478261,0.130434783,0.565217391,0.434782609,7,3.514739229,F
grlgermss,0,0.5,0.25,0.25,0,0,0,0,0.25,0.75,3,0,F
Always_Magica,0,0.166666667,0.041666667,0.333333333,0,0,0.208333333,0.25,0.791666667,0.208333333,5,4.909722222,F
Rrrrnessa,0.052631579,0.421052632,0.105263158,0.421052632,0,0,0,0,0.421052632,0.578947368,4,0.8,F
marieb811,0,0.111111111,0.111111111,0.666666667,0,0,0,0.111111111,0.777777778,0.222222222,4,2.583333333,F
pizzzaaaalover,0,0.411764706,0.176470588,0.235294118,0,0.058823529,0.058823529,0.058823529,0.352941176,0.647058824,6,3.25,F
ADvshOfMe,0,0.259259259,0.296296296,0.333333333,0,0.074074074,0.037037037,0,0.37037037,0.62962963,5,2.024691358,F
Arysubias99,0,0.5,0.5,0,0,0,0,0,0,1,2,0.25,F
ltladylou,0,0.285714286,0.214285714,0.285714286,0,0,0.071428571,0.142857143,0.5,0.5,5,3.551020408,F
slvrboysgogo,0,0.222222222,0.111111111,0.555555556,0,0,0,0.111111111,0.666666667,0.333333333,4,0.64,F
sivan_sardar,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0.333333333,0.666666667,3,0.666666667,F
RebecaM30503470,0.01369863,0.136986301,0.068493151,0.493150685,0.02739726,0.02739726,0.109589041,0.123287671,0.743243243,0.256756757,8,0.520710059,F
nasrienkhamis,0,0.4,0.4,0.2,0,0,0,0,0.2,0.8,3,0.56,F
annwutsplann,0.027027027,0.378378378,0.216216216,0.108108108,0.027027027,0.108108108,0.081081081,0.054054054,0.27027027,0.72972973,8,4.248263889,F
Ngozika_NG,0,0.181818182,0.181818182,0.272727273,0,0,0.272727273,0.090909091,0.636363636,0.363636364,5,2.25,F
soberme1737,0,0.5,0.333333333,0.166666667,0,0,0,0,0.166666667,0.833333333,3,0.6875,F
bakilo,0,0.15,0.15,0.5,0,0,0.1,0.1,0.7,0.3,5,2.909722222,F
KellyGerrard4,0,0.2,0.4,0.4,0,0,0,0,0.4,0.6,3,0.25,F
Pvt_Zer0,0.041666667,0.416666667,0.166666667,0.208333333,0,0.083333333,0.083333333,0,0.291666667,0.708333333,6,0.678571429,F
SSWDani,0,0.230769231,0.115384615,0.461538462,0.076923077,0,0.076923077,0.038461538,0.653846154,0.346153846,6,3.555555556,F
Nargishlegalce1,0,0.413793103,0.137931034,0.068965517,0,0.172413793,0.103448276,0.103448276,0.275862069,0.724137931,6,4.059171598,F
is_salsu,0,0.1875,0.25,0.375,0,0,0,0.1875,0.5625,0.4375,4,4.775510204,F
jacckiefellix,0,0.148148148,0.296296296,0.333333333,0,0.037037037,0.148148148,0.037037037,0.518518519,0.481481481,6,4.41322314,F
KCTaz,0,0.333333333,0,0,0,0.333333333,0,0.333333333,0.333333333,0.666666667,3,6.222222222,F
KatieCartledge,0,0.071428571,0.142857143,0.642857143,0.071428571,0,0,0.071428571,0.785714286,0.214285714,5,3.04,F
R3y_Mia,0,0.25,0.25,0.1875,0,0.1875,0.0625,0.0625,0.3125,0.6875,6,2.545454545,F
MrsKarenEmery,0,0.163636364,0.072727273,0.563636364,0,0,0.018181818,0.181818182,0.763636364,0.236363636,5,2.570987654,F
WANDADEE1,0.012345679,0.37037037,0.148148148,0.320987654,0.049382716,0.012345679,0,0.086419753,0.456790123,0.543209877,7,2.484375,F
DaGoldenGoose,0,0.411764706,0.235294118,0.264705882,0,0.029411765,0.029411765,0.029411765,0.323529412,0.676470588,6,2.179930796,F
KukuNdabula,0,0.310344828,0.206896552,0.24137931,0.068965517,0.068965517,0,0.103448276,0.413793103,0.586206897,6,3.466666667,F
dnnstrd,0,0.222222222,0.444444444,0.222222222,0,0,0,0.111111111,0.333333333,0.666666667,4,2.913580247,F
saajida14,0.066666667,0.2,0.2,0.133333333,0,0,0.2,0.2,0.533333333,0.466666667,6,6.65,F
mcxstillo__,0,0.555555556,0.111111111,0.333333333,0,0,0,0,0.333333333,0.666666667,3,0.775510204,F
jangriff57,0,0,0,0,0,0,0,0,0,0,0,0,F
MUVAREBEL,0,0.428571429,0.214285714,0.142857143,0,0.142857143,0,0.071428571,0.214285714,0.785714286,5,1.836734694,F
FaithTwenty20,0,0.333333333,0.166666667,0.5,0,0,0,0,0.5,0.5,3,0.666666667,F
Fa_ilmi,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0.333333333,0.666666667,3,0.56,F
VdaFashionista,0,0.068965517,0.045977011,0.712643678,0.045977011,0,0.022988506,0.103448276,0.885057471,0.114942529,6,0.408304498,F
BeproudLGBTQ22,0,0.243589744,0.256410256,0.282051282,0,0,0.076923077,0.141025641,0.5,0.5,5,3.5,F
CODYCRUNKKK,0,0.5,0.111111111,0.166666667,0,0.111111111,0.055555556,0.055555556,0.277777778,0.722222222,6,2.734375,F
wondykitten,0,0.185185185,0.111111111,0.62962963,0.074074074,0,0,0,0.703703704,0.296296296,4,0.691358025,F
Mz_Un4gettable,0,0.285714286,0.214285714,0.285714286,0,0.142857143,0,0.071428571,0.357142857,0.642857143,5,3.25443787,F
laddy_blinkz,0,0.322580645,0.290322581,0.290322581,0.032258065,0,0.032258065,0.032258065,0.387096774,0.612903226,6,0.666666667,F
Romaticize,0,0.5,0.214285714,0.142857143,0,0,0.071428571,0.071428571,0.285714286,0.714285714,5,8,F
coifishh,0,0.3,0.166666667,0.233333333,0,0,0.1,0.2,0.533333333,0.466666667,5,5.743055556,F
zaiibaee,0,0.222222222,0.333333333,0.111111111,0,0,0.111111111,0.222222222,0.444444444,0.555555556,5,4.916666667,F
si_lorna,0,0.24,0.12,0.4,0,0,0.12,0.12,0.64,0.36,5,4.355555556,F
RealNjeri,0,0.294117647,0.294117647,0.411764706,0,0,0,0,0.411764706,0.588235294,3,0.6875,F
xCluSiv3x13,0,0.166666667,0,0.666666667,0,0,0.166666667,0,0.833333333,0.166666667,3,0,F
iactuallydntgaf,0,0.411764706,0.058823529,0.470588235,0,0.058823529,0,0,0.470588235,0.529411765,4,0.979591837,F
fafreako,0,0.4,0.2,0.2,0,0,0,0.2,0.4,0.6,4,4.96,F
FieraBabyBoo__,0,0.5,0.5,0,0,0,0,0,0,1,2,0.25,F
melrafua,0.023809524,0.238095238,0.214285714,0.333333333,0.023809524,0,0.071428571,0.095238095,0.523809524,0.476190476,7,3.229591837,F
angelica_far,0.027777778,0.194444444,0.166666667,0.416666667,0.027777778,0,0,0.166666667,0.611111111,0.388888889,6,3.25,F
fifimoeng,0,0.2,0.2,0.4,0,0,0,0.2,0.6,0.4,4,4.16,F
wordsaretoxic,0,0.18,0.18,0.38,0,0,0.14,0.12,0.64,0.36,5,4.916323731,F
MiraLicous,0,0.25,0.3125,0.3125,0,0,0,0.125,0.4375,0.5625,4,2.61,F
PChinnagit,0,0.333333333,0.111111111,0.444444444,0,0,0.055555556,0.055555556,0.555555556,0.444444444,5,3.719008264,F
iitsmrym,0,0.25,0.1,0.4,0,0.2,0,0.05,0.45,0.55,5,1.786982249,F
JenLGilmour,0,0.423076923,0.076923077,0.346153846,0,0,0.115384615,0.038461538,0.518518519,0.481481481,5,1,F
Laurelllll_,0,0.533333333,0.2,0.133333333,0,0,0,0.133333333,0.266666667,0.733333333,4,5.75,F
sredford48,0.03030303,0.424242424,0.181818182,0.212121212,0,0.03030303,0.03030303,0.090909091,0.333333333,0.666666667,7,2.43359375,F
gianaxcapella,0,0.105263158,0.368421053,0.421052632,0,0,0.105263158,0,0.526315789,0.473684211,4,1.315555556,F
LookAtTheseJugs,0.071428571,0.357142857,0.142857143,0.214285714,0,0,0.142857143,0.071428571,0.428571429,0.571428571,6,5.6875,F
katelync21,0,0.2,0.1,0.4,0,0,0.1,0.2,0.7,0.3,5,6.222222222,F
elizabethwall32,0,0.151515152,0.121212121,0.575757576,0.03030303,0,0.060606061,0.060606061,0.727272727,0.272727273,6,2.49,F
SFCarvalho_edu,0.03125,0.3125,0.1875,0.3125,0,0,0,0.15625,0.46875,0.53125,5,2.56,F
gemmamarsh_art,0.058823529,0.235294118,0.294117647,0.323529412,0,0.058823529,0.029411765,0,0.363636364,0.636363636,6,0.693877551,F
Ticiaxo,0,0.428571429,0.142857143,0.214285714,0.071428571,0,0,0.142857143,0.428571429,0.571428571,5,3.580246914,F
thepettychicken,0.041666667,0.333333333,0.208333333,0.25,0.083333333,0,0.083333333,0,0.416666667,0.583333333,6,0.666666667,F
Geords1,0.018518519,0.296296296,0.111111111,0.296296296,0.037037037,0.074074074,0.074074074,0.092592593,0.5,0.5,8,4.24872449,F
dorisandfred,0,0.142857143,0.285714286,0.476190476,0.047619048,0,0.047619048,0,0.571428571,0.428571429,5,0.24,F
vassppiicc,0,0.45,0.15,0.15,0.1,0.05,0.05,0.05,0.380952381,0.619047619,7,2.805555556,F
teadee9,0,0.454545455,0.212121212,0.212121212,0,0,0.090909091,0.03030303,0.333333333,0.666666667,5,0.765432099,F
itsmekaris17,0,0.230769231,0.307692308,0.307692308,0,0,0,0.153846154,0.461538462,0.538461538,4,0.25,F
justxulrika,0,0.3,0.1,0.2,0.1,0,0.3,0,0.6,0.4,5,3.25,F
Mrs_Hdz,0,0.225806452,0.112903226,0.419354839,0.032258065,0,0.112903226,0.096774194,0.661290323,0.338709677,6,2.786703601,F
rattynem,0.071428571,0.410714286,0.160714286,0.178571429,0,0.017857143,0.053571429,0.107142857,0.339285714,0.660714286,7,5.640603567,F
Sara_Rose_G,0.058823529,0.294117647,0.235294118,0.235294118,0,0,0.058823529,0.117647059,0.411764706,0.588235294,6,4.222222222,F
KSemonne,0,0.272727273,0.272727273,0.272727273,0,0.090909091,0.090909091,0,0.363636364,0.636363636,5,2.234375,F
cejinly,0.0125,0.325,0.25,0.3,0,0,0.1,0.0125,0.4125,0.5875,6,2.467455621,F
Nic88888888,0.02173913,0.304347826,0.130434783,0.326086957,0.02173913,0.02173913,0,0.173913043,0.52173913,0.47826087,7,4.609375,F
HeartFeltHeeze,0.016949153,0.338983051,0.152542373,0.406779661,0.033898305,0,0.016949153,0.033898305,0.491525424,0.508474576,7,2.038781163,F
SheenaRoses93,0,0.375,0.25,0.1875,0,0,0.0625,0.125,0.375,0.625,5,4.320987654,F
i3x____,0,0.1,0.4,0.3,0,0.1,0,0.1,0.4,0.6,5,0.5,F
cudismontage,0,0.428571429,0,0.142857143,0,0.285714286,0,0.142857143,0.285714286,0.714285714,4,5.06122449,F
lyssssssaaaaaa_,0,0.25,0.375,0.0625,0.0625,0.0625,0,0.1875,0.3125,0.6875,6,4.68359375,F
Wilhelmarts,0,0.333333333,0.111111111,0.333333333,0,0.111111111,0,0.111111111,0.444444444,0.555555556,5,1,F
stephuriostegui,0,0.272727273,0.045454545,0.454545455,0,0.136363636,0,0.090909091,0.545454545,0.454545455,5,2.596938776,F
lalathegemini,0,0.222222222,0.333333333,0.333333333,0,0,0,0.111111111,0.444444444,0.555555556,4,3.666666667,F
alfisutton,0,0.25,0.25,0.5,0,0,0,0,0.5,0.5,3,0.666666667,F
jst_oblivious,0,0.5,0.25,0,0,0,0,0.25,0.25,0.75,3,0,F
ShawtyAey,0,0.25,0.5,0.25,0,0,0,0,0.25,0.75,3,0.5,F
ranoosh0217,0,0,0,0.6,0,0,0,0.4,1,0,2,4,F
UNHCRinSYRIA,0,0.333333333,0.060606061,0.257575758,0,0,0.181818182,0.166666667,0.606060606,0.393939394,5,5.053254438,F
sitiatiqh,0,0.28,0.2,0.32,0.08,0,0.08,0.04,0.52,0.48,6,1.96,F
_marcegodinezz,0,0.153846154,0.153846154,0.153846154,0,0,0.153846154,0.384615385,0.692307692,0.307692308,5,6.148760331,F
JSPHMRRS,0,0.181818182,0.045454545,0.545454545,0.045454545,0.045454545,0.045454545,0.090909091,0.727272727,0.272727273,7,3.96,M
gvccitom,0,0.5,0.125,0.25,0,0,0.125,0,0.375,0.625,4,2.6875,M
TheRealEwbank,0,0.357142857,0.142857143,0.357142857,0.071428571,0,0.071428571,0,0.428571429,0.571428571,5,2.247933884,M
